1142527225792749568;Matteo Salvini‏Account verificato;@matteosalvinimi;;2019-06-22 22:18:12;"Abbiamo bloccato gli ingressi via mare e ora rafforziamo la vigilanza per proteggere le frontiere via terra. 
Dopo anni, l’Italia non è più il campo per clandestini dell’Europa.
#dalleparoleaifatti💪🏻";"Abbiamo bloccato gli ingressi via mare e ora rafforziamo la vigilanza per proteggere le frontiere via terra. 
Dopo anni, l’Italia non è più il campo per clandestini dell’Europa.
#dalleparoleaifatti💪🏻";;;
1142769316435234817;seneca4949‏;@seneca4949;In risposta a @matteosalvinimi;2019-06-23 14:20:11;L'esercito alle frontiere. Il ministro @Trenta collabora? Per i rimpatri il ministro @Moavero collabora? Io credo che l'unico che ci prova sei tu per fermare l'invasione. Non basta. Serve un governo unito.;L'esercito alle frontiere. Il ministro @Trenta collabora? Per i rimpatri il ministro @Moavero collabora? Io credo che l'unico che ci prova sei tu per fermare l'invasione. Non basta. Serve un governo unito.;3;5;10
1142832423765454848;Antonietta‏;@Antonie62537279;In risposta a @seneca4949, @matteosalvinimi e altri 2;2019-06-23 18:30:57;Speriamo che il governo si unisca a questo impegno del NS ministro degli interni, non sottovalutando il fatto che oltre un terzo del popolo  è con lui,e che vuole che i confini  vengano difesi da questa immigrazione incontrollata, impossibile, ormai divenuta insopportabile🇮🇹 🇮🇹 😖;Speriamo che il governo si unisca a questo impegno del NS ministro degli interni, non sottovalutando il fatto che oltre un terzo del popolo  è con lui,e che vuole che i confini  vengano difesi da questa immigrazione incontrollata, impossibile, ormai divenuta insopportabile🇮🇹 🇮🇹 😖;;1;1
1142676334667337729;Paccaway‏;@Paccaway1;In risposta a @matteosalvinimi;2019-06-23 08:10:42;pic.twitter.com/YhTgAR9KZx;  ;1;2;19
1142539431309664257;Francesco Sammartino‏;@FrancescoSamma2;In risposta a @matteosalvinimi;2019-06-22 23:06:42;"Ci stavano invadendo da tutte le parti. Grazie al PD eravamo diventati i ""fessi della compagnia"". Ora basta. I migranti vanno aiutati a casa loro, e chi decide di partire deve sapere che rischia la vita. Nessuno può imporre a un altro Paese di ospitarlo.";"Ci stavano invadendo da tutte le parti. Grazie al PD eravamo diventati i ""fessi della compagnia"". Ora basta. I migranti vanno aiutati a casa loro, e chi decide di partire deve sapere che rischia la vita. Nessuno può imporre a un altro Paese di ospitarlo.";1;3;17
1142541643486257153;Fabio‏;@FabioCarbone__;In risposta a @matteosalvinimi;2019-06-22 23:15:29;Basta Salvi' Basta... Stai a di sempre lw stesse cose;Basta Salvi' Basta... Stai a di sempre lw stesse cose;3;;13
1142707029779374080;cipri?‏;@cipris_dodos;In risposta a @FabioCarbone__ e @matteosalvinimi;2019-06-23 10:12:41;sembra un meme;sembra un meme;;;3
1142528358384840705;Nonno Patagarra 🔵 ⚫️‏;@ichnos1978;In risposta a @matteosalvinimi;2019-06-22 22:22:42;E se usassero i paracadute o le catapulte? I cattivi se ne inventano di ogni ministro!;E se usassero i paracadute o le catapulte? I cattivi se ne inventano di ogni ministro!;1;;7
1142533045951578112;Angelo‏;@Angelo_nastari;In risposta a @ichnos1978 e @matteosalvinimi;2019-06-22 22:41:20;Io avevo sentito di alcuni che aspettavano la TAV e altri di un tunnel dal CERN (dove gli scienziati facenti parte dell' élite li facevano entrare) e il gran sasso;Io avevo sentito di alcuni che aspettavano la TAV e altri di un tunnel dal CERN (dove gli scienziati facenti parte dell' élite li facevano entrare) e il gran sasso;1;;5
1142553877784530944;DavideVsGolia‏;@GoliaVs;In risposta a @Angelo_nastari, @ichnos1978 e @matteosalvinimi;2019-06-23 00:04:06;Pare anche che stiamo prosciugando un oleodotto per strisciarci dentro fino in Italia!!!!;Pare anche che stiamo prosciugando un oleodotto per strisciarci dentro fino in Italia!!!!;;;2
1142698413143855106;martina barbariol‏;@mbarbariol_;In risposta a @matteosalvinimi;2019-06-23 09:38:26;ma sei mai stato al confine tra Italia e Slovenia? hai mai visto realmente com'è? sei ridicolo e hai bisogno di tornare alla realtà e smettere di inseguire fantasmi;ma sei mai stato al confine tra Italia e Slovenia? hai mai visto realmente com'è? sei ridicolo e hai bisogno di tornare alla realtà e smettere di inseguire fantasmi;;;14
1142527531192594433;Carmelo Carvelli‏;@carmelocarvelli;In risposta a @matteosalvinimi;2019-06-22 22:19:25;Grande Ministro!;Grande Ministro!;;1;15
1142708988452179969;anna rosa  🇮🇹  💚 🇮🇹‏;@annaros70527446;In risposta a @matteosalvinimi;2019-06-23 10:20:28;guarda che la gente incomincia a non capire perchè  dici che i porti sono chiusi e tutti i   giorni ne arrivano a centinaia anche accompagnati dalla guardia costiera,  che dovrebbe  difenderci, spiegalo perchè  qualcosa non funziona;guarda che la gente incomincia a non capire perchè  dici che i porti sono chiusi e tutti i   giorni ne arrivano a centinaia anche accompagnati dalla guardia costiera,  che dovrebbe  difenderci, spiegalo perchè  qualcosa non funziona;2;1;5
1142713318928453632;Val‏;@Isonoire;In risposta a @annaros70527446 e @matteosalvinimi;2019-06-23 10:37:40;Urge capire cosa NON FUNZIONA e RADICALI PROVVEDIMENTI contro chi PERMETTE L’AVVICINARSI INDISTURBATO DI NATANTI D’OGNI TIPO.  Trenta...cannonate?;Urge capire cosa NON FUNZIONA e RADICALI PROVVEDIMENTI contro chi PERMETTE L’AVVICINARSI INDISTURBATO DI NATANTI D’OGNI TIPO.  Trenta...cannonate?;;1;1
1142582102401200130;Ettore‏;@Ettore79597694;In risposta a @matteosalvinimi;2019-06-23 01:56:16;Matteo, ne entrano un centinaio al giorno,  pakistani per lo più.  Serve l'esercito e soprattutto si dovrebbe chiudere temporaneamente il confine,  previsto pure in Schengen, sino a fine esigenza.;Matteo, ne entrano un centinaio al giorno,  pakistani per lo più.  Serve l'esercito e soprattutto si dovrebbe chiudere temporaneamente il confine,  previsto pure in Schengen, sino a fine esigenza.;1;3;11
1142527786533474304;Tony - The Social Bot‏;@iostoconlitalia;In risposta a @matteosalvinimi;2019-06-22 22:20:26;Ottimo. Sei una garanzia di lealtà e onestà.;Ottimo. Sei una garanzia di lealtà e onestà.;1;1;6
1142538365490933760;Vincenzo Palma‏;@VincenzoPalma77;In risposta a @iostoconlitalia e @matteosalvinimi;2019-06-22 23:02:28;Honesta' ??49 milioni..stokazzo..;Honesta' ??49 milioni..stokazzo..;1;;3
1142548045617389568;IlCastigaRossi™ #legaprimopartito  🇮🇹‏;@IlCastiga;In risposta a @matteosalvinimi;2019-06-22 23:40:56;"Finalmente,la rotta balcanica è peggio di quella via mare.
Ora muri stile #Trump e non se ne parla più.

Qui si entra col permesso e con i documenti.pic.twitter.com/tNf0uyJx9E";"Finalmente,la rotta balcanica è peggio di quella via mare.
Ora muri stile #Trump e non se ne parla più.

Qui si entra col permesso e con i documenti.  ";;1;4
1142544791235956738;Anna‏;@annazenn;In risposta a @matteosalvinimi;2019-06-22 23:28:00;Cioè abbiamo rafforzato i pattugliamenti sul confine tra Slovenia e Croazia (l’unico paese confinante con la Slovenia che non applicava l’accordo Schenghen di cui è pur firmatario) .... beh un gran risultato! #supercazzole #comesefosseantani;Cioè abbiamo rafforzato i pattugliamenti sul confine tra Slovenia e Croazia (l’unico paese confinante con la Slovenia che non applicava l’accordo Schenghen di cui è pur firmatario)beh un gran risultato! #supercazzole #comesefosseantani;;1;7
1142527823229440005;sorersol‏;@sorersol;In risposta a @matteosalvinimi;2019-06-22 22:20:34;A cazzaro, non hai bloccato una sega via mare!;A cazzaro, non hai bloccato una sega via mare!;3;;9
1142531798569771008;Paul Cowdeeo  🇮🇹‏;@PCowdeeo;In risposta a @sorersol e @matteosalvinimi;2019-06-22 22:36:22;Sei ignorante, in malafede o semplicemente cojone?;Sei ignorante, in malafede o semplicemente cojone?;1;;3
1142533835365785601;Roberto‏;@Roberto80931508;In risposta a @PCowdeeo, @sorersol e @matteosalvinimi;2019-06-22 22:44:28;Non offendiamo. Orami a loro è rimasto denigrare il lavoro degli altri visto che se guardano quanto fatto dai loro paladini non saprebbero cosa dire considerando dovrebbero commentare il nulla.;Non offendiamo. Orami a loro è rimasto denigrare il lavoro degli altri visto che se guardano quanto fatto dai loro paladini non saprebbero cosa dire considerando dovrebbero commentare il nulla.;;;1
1142527709584777217;Andrea Testi ®‏;@andreatesti70;In risposta a @matteosalvinimi;2019-06-22 22:20:07;Grande ministro!;Grande ministro!;;1;9
1142651317258637314;Padre Maronno‏;@onil79;In risposta a @matteosalvinimi;2019-06-23 06:31:18;Mettiamo almeno 10 carri armati che attacchiamo con 3 dadi💪;Mettiamo almeno 10 carri armati che attacchiamo con 3 dadi💪;1;1;19
1142549387731714048;Sabry Vix‏;@sabryvix;In risposta a @matteosalvinimi;2019-06-22 23:46:16;Bloccato le ong ma non gli altri sbarchi che ci sono ogni giorno. Ti informi?;Bloccato le ong ma non gli altri sbarchi che ci sono ogni giorno. Ti informi?;1;2;4
