1142675293192241153;jean- jacques roussò‏;@janavel7;In risposta a @matteosalvinimi;2019-06-23 08:06:34;Il cuoco (immigrato) ha sputato dentro il tuo ragù. Si vede...;Il cuoco (immigrato) ha sputato dentro il tuo ragù. Si vede...;7;8;161
1142515817285918720;Cristina Pascucci‏;@CristinaPascuc3;In risposta a @matteosalvinimi;2019-06-22 21:32:52;Facevano notare giusto ora a #ottoemezzo che i social del ministro sono buoni solo per nutella, cappelletti e razzismo, mai per condannare le aggressioni neofasciste ai ragazzi del #CinemaAmerica . Come volevasi dimostrare.;Facevano notare giusto ora a #ottoemezzo che i social del ministro sono buoni solo per nutella, cappelletti e razzismo, mai per condannare le aggressioni neofasciste ai ragazzi del #CinemaAmericaCome volevasi dimostrare.;10;3;57
1142528646583861254;LadyMagenta‏;@LadyMagenta1;In risposta a @CristinaPascuc3 e @matteosalvinimi;2019-06-22 22:23:51;"Un'altra benaltrista, non che oggi ci mancasse. Ma...a pensarci bene, attendo preoccupata ""E I QUARANTANOVE MILIOOOOONIIIII? VERGONIAAAA""";"Un'altra benaltrista, non che oggi ci mancasse. Ma...a pensarci bene, attendo preoccupata ""E I QUARANTANOVE MILIOOOOONIIIII? VERGONIAAAA""";2;;2
1142529232800755712;Cristina Pascucci‏;@CristinaPascuc3;In risposta a @LadyMagenta1 e @matteosalvinimi;2019-06-22 22:26:10;No quelli siete tutti contenti di lasciarli ai legittimi ladri. Masochismo.;No quelli siete tutti contenti di lasciarli ai legittimi ladri. Masochismo.;2;;6
1142515995128619013;Massimo Disprezzo‏;@maxdisprezzo;In risposta a @matteosalvinimi;2019-06-22 21:33:34;Mangi più di un democristiano;Mangi più di un democristiano;2;2;38
1142514497401303040;Niccolò Brizzolari‏;@NiccolBrizzola1;In risposta a @matteosalvinimi;2019-06-22 21:27:37;Va a lavorare che stai ingrassando;Va a lavorare che stai ingrassando;2;;34
1142517079574233089;Claudio‏;@Claudio88729106;In risposta a @NiccolBrizzola1 e @matteosalvinimi;2019-06-22 21:37:53;Invidioso..;Invidioso..;2;;3
1142548289411276800;Giulio‏;@cubillius;In risposta a @Claudio88729106, @NiccolBrizzola1 e @matteosalvinimi;2019-06-22 23:41:54;Per essere invidiosi di Salvino bisogna essere messi male proprio😂;Per essere invidiosi di Salvino bisogna essere messi male proprio😂;;;4
1142540550710726658;Lello Esposito‏;@LelloEsposito5;In risposta a @matteosalvinimi e @LoredanaBianco5;2019-06-22 23:11:09;Presto ti tocchera' mettere lo specchio al cesso per pisciare..;Presto ti tocchera' mettere lo specchio al cesso per pisciare..;2;4;27
1142541172675624962;puffetta brontolona  🐱 🐱 (ex puffa col ritocchino)‏;@Marinella456;In risposta a @LelloEsposito5, @matteosalvinimi e @LoredanaBianco5;2019-06-22 23:13:37;Che finezza, che stile!;Che finezza, che stile!;1;1;1
1142524762410934272;🎪L'INCREDIBLE SALVIN LE FAUX 🎪‏;@MathieuSalvin;In risposta a @matteosalvinimi;2019-06-22 22:08:25;pic.twitter.com/Dyl5hvuEYp;  ;;3;11
1142640771260194816;Giacomo Palma‏;@barbudos74;In risposta a @matteosalvinimi;2019-06-23 05:49:23;I cappelletti si mangiano in brodo, povera Italia.;I cappelletti si mangiano in brodo, povera Italia.;2;;15
1142667051250720768;Simonetta Zamo'‏;@SimonZasi49;In risposta a @barbudos74 e @matteosalvinimi;2019-06-23 07:33:49;Si possono mangiare anche al ragù😉;Si possono mangiare anche al ragù😉;3;;2
1142741260882591744;William Bonacini‏;@VilliWilly;In risposta a @SimonZasi49, @barbudos74 e @matteosalvinimi;2019-06-23 12:28:42;I cappelletti con il ragù si possono mangiare ma sono uno spreco, è dar da mangiare le perle ai porci. È un'offesa al buon gusto . Lo fanno in romagna credo si vede che non son tanto buoni x rovinarli così. I caplèt smagnen in brod !;I cappelletti con il ragù si possono mangiare ma sono uno spreco, è dar da mangiare le perle ai porci. È un'offesa al buon gustoLo fanno in romagna credo si vede che non son tanto buoni x rovinarli così. I caplèt smagnen in brod !;;;4
1142696543218257921;Emanuele‏;@lellesan79;In risposta a @matteosalvinimi;2019-06-23 09:31:00;Ma che ci frega di quello che mangia? Pensi a lavorare che le sue presenze al Ministero scarseggiano paurosamente! #facciamorete;Ma che ci frega di quello che mangia? Pensi a lavorare che le sue presenze al Ministero scarseggiano paurosamente! #facciamorete;;1;14
1142517130019184641;Matteo Salvini Fake‏;@matteosarvietta;In risposta a @matteosalvinimi;2019-06-22 21:38:05;"Vomito col ragù. 
E vabbè, che me frega?
All'attacco!!!pic.twitter.com/XMvEIobjUx😊";"Vomito col ragù. 
E vabbè, che me frega?
All'attacco!!!  😊";3;1;8
1142518073519480833;chizpurfle‏;@chizpurfle1;In risposta a @matteosarvietta e @matteosalvinimi;2019-06-22 21:41:50;☣;☣;;;2
1142515719998967808;GPZ‏;@gpz;In risposta a @matteosalvinimi;2019-06-22 21:32:29;Dai che raggiungi quota 100. KG;Dai che raggiungi quota 100. KG;1;;56
1142543163405549568;brumas00‏;@brumas00;In risposta a @matteosalvinimi;2019-06-22 23:21:32;Notizie delle #accise?;Notizie delle #accise?;;;17
1142537096965570561;Paolo‏;@katerpillar67;In risposta a @matteosalvinimi;2019-06-22 22:57:25;Puozz schiattà;Puozz schiattà;;1;9
1142515416507539457;andrea figliuoli‏;@andreafigliuoli;In risposta a @matteosalvinimi;2019-06-22 21:31:16;@neniambulance prestooo;@neniambulance prestooo;1;;6
1142515451433508870;Neni the ambulance‏;@neniambulance;In risposta a @andreafigliuoli;2019-06-22 21:31:25;NEENIIII NEENIIII NEENIIII;NEENIIII NEENIIII NEENIIII;1;;11
1142514025651220480;Vincenzo D'Anzica‏;@NamelessVagrant;In risposta a @matteosalvinimi;2019-06-22 21:25:45;Pensa a lui mentre mangi...pic.twitter.com/NrCIDpx2T5;Pensa a lui mentre mangi...  ;3;1;25
1142515520035577857;Ciro No Euro  🇮🇹‏;@CiroNoEuro;In risposta a @NamelessVagrant e @matteosalvinimi;2019-06-22 21:31:41;"Lo sanno anche i muri che l'Egitto lo ha fatto fuori, e quindi? Dovremmo mandare a monte i piani dell'ENI, azienda statale, per un imprudente ""ricercatore""?";"Lo sanno anche i muri che l'Egitto lo ha fatto fuori, e quindi? Dovremmo mandare a monte i piani dell'ENI, azienda statale, per un imprudente ""ricercatore""?";5;;1
